"","X","adult","belongs_to_collection","budget","Genre_1","Genre_2","Genre_3","Genre_4","Genre_5","Genre_6","Genre_7","Genre_8","Genre_9","Genre_10","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","Production_Company_1","Production_Company_2","Production_Company_3","Production_Company_4","Production_Company_5","Production_Company_6","Production_Company_7","Production_Company_8","Production_Company_9","Production_Company_10","Production_Company_11","Production_Company_12","Production_Company_13","Production_Company_14","Production_Company_15","Production_Company_16","Production_Company_17","Production_Company_18","Production_Company_19","Production_Company_20","Production_Company_21","Production_Company_22","Production_Company_23","Production_Company_24","Production_Company_25","Production_Company_26","Production_Company_27","Production_Countries_1","Production_Countries_2","Production_Countries_3","Production_Countries_4","Production_Countries_5","Production_Countries_6","Production_Countries_7","Production_Countries_8","Production_Countries_9","Production_Countries_10","Production_Countries_11","Production_Countries_12","Production_Countries_13","Production_Countries_14","Production_Countries_15","Production_Countries_16","Production_Countries_17","Production_Countries_18","Production_Countries_19","Production_Countries_20","Production_Countries_21","Production_Countries_22","Production_Countries_23","Production_Countries_24","Production_Countries_25","Production_Countries_26","release_date","revenue","runtime","Spoken_Language_1","Spoken_Language_2","Spoken_Language_3","Spoken_Language_4","Spoken_Language_5","Spoken_Language_6","Spoken_Language_7","Spoken_Language_8","Spoken_Language_9","Spoken_Language_10","Spoken_Language_11","Spoken_Language_12","Spoken_Language_13","Spoken_Language_14","Spoken_Language_15","Spoken_Language_16","Spoken_Language_17","Spoken_Language_18","Spoken_Language_19","Spoken_Language_20","status","tagline","title","video","vote_average","vote_count","profit","movies.data$id"
"13629",13634,FALSE,"",1.8e+07,"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.theinformers.com/","17436","tt0865554","en","The Informers","A collection of intersecting short stories set in early 1980's Los Angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs.","6.675032","/xnMtS358tznjBD59M0YQgjsKFFQ.jpg","Senator Entertainment Co",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-11-05,382174,98,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Greed is good. Sex is easy. Youth is forever.","The Informers",FALSE,4.4,60,-17617826,"17436"
"13631",13636,FALSE,"The Wolverine Collection",1.5e+08,"Adventure","Action","Thriller","Science Fiction",NA,NA,NA,NA,NA,NA,"http://www.x-menorigins.com/","2080","tt0458525","en","X-Men Origins: Wolverine","After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.","1.456541","/kqO36IYvWbRKMPiUeiVZUFH06Rc.jpg","Ingenious Film Partners","Twentieth Century Fox Film Corporation","""Donners Company""","Dune Entertainment","Seed Productions","Bad Hat Harry Productions","Big Screen Productions","Marvel Enterprises",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-28,373062864,107,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Witness the Origin.","X-Men Origins: Wolverine",FALSE,6.2,4086,223062864,"2080"
"13632",13637,FALSE,"",1700000,"Comedy","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"","17680","tt1103982","en","The Girlfriend Experience","Chelsea is an in-demand call girl whose $2,000 an hour price tag allows her to live in New York's lap of luxury. Besides her beauty and sexual skill, Chelsea offers her clients companionship and conversation, or, as she dubs it, ""the girlfriend experience."" With her successful business and a devoted, live-in boyfriend, Chelsea thinks she has it made... until a new client rocks her world.","6.115299","/6Ty9tV2mEIlFRFFaWjXJArMUXoE.jpg","2929 Productions","Magnolia Pictures","Extension 765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-20,1007962,77,"English"," Français",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","See it with someone you ****","The Girlfriend Experience",FALSE,5.2,83,-692038,"17680"
"13639",13644,FALSE,"Star Trek: Alternate Reality Collection",1.5e+08,"Science Fiction","Action","Adventure",NA,NA,NA,NA,NA,NA,NA,"","13475","tt0796366","en","Star Trek","The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.","15.362632","/6V0CY7pwdDOCDS2XqNWahmIlVYh.jpg","Paramount Pictures","Spyglass Entertainment","Bad Robot","MavroCine Pictures GmbH & Co. KG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-05-06,385680446,127,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The future begins.","Star Trek",FALSE,7.4,4574,235680446,"13475"
"13658",13663,FALSE,"Darko Collection",4e+06,"Thriller","Crime","Science Fiction","Mystery",NA,NA,NA,NA,NA,NA,"http://www.sdarko.com/","17532","tt1231277","en","S. Darko","S. Darko follows Samantha Darko, the younger sister of Donnie, the protagonist of Donnie Darko, and her friend Corey. On their way to California, their car breaks down, forcing them to wait in a small town until it is fixed. While there, Samantha begins to have dreams that warn her of the end of the universe.","7.959965","/dAol6pkKEX7zM1rICqPgUWmas2S.jpg","Newmarket Capital Group","Adam Fields Productions","Silver Nitrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-28,4100000,103,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","S. Darko",FALSE,3.6,124,1e+05,"17532"
"13659",13664,FALSE,"",1.5e+07,"Documentary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.loveearth.com/de/earthfilm","10946","tt0393597","en","Earth","From the acclaimed team that brought you BBC's visual feast ""Planet Earth,"" this feature length film incorporates some of the same footage from the series with all new scenes following three remarkable, yet sadly endangered, families of animal across the globe.","15.30326","/4z1RrShv0f0bpA8jSZfFeMH0jdS.jpg","Gaumont","Disneynature","BBC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007-04-22,1.09e+08,90,"English"," Português",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The remarkable story of three families.","Earth",FALSE,7.5,136,9.4e+07,"10946"
"13665",13670,FALSE,"",2.5e+07,"Crime","Drama",NA,NA,NA,NA,NA,NA,NA,NA,"","15577","tt0924129","en","Crossing Over","Immigrants from around the world enter Los Angeles every day, with hopeful visions of a better life, but little notion of what that life may cost. Their desperate scenarios test the humanity of immigration enforcement officers. In Crossing Over, writer-director Wayne Kramer explores the allure of the American dream, and the reality that immigrants find – and create -- in 21st century L.A.","6.036408","/hxclf9r06O2e842r6lwnJ4qn5AG.jpg","Kennedy/Marshall Company"," The","Movie Prose","C.O. Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-02-27,1037335,113,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Every day thousands of people illegally cross our borders... only one thing stands in their way. America.","Crossing Over",FALSE,6.2,95,-23962665,"15577"
"13666",13671,FALSE,"Robert Langdon Collection",1.5e+08,"Thriller","Mystery",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.angelsanddemons.com/","13448","tt0808151","en","Angels & Demons","Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.","22.211558","/j77ci1pofRm5uzxF40TJvZSj2Ti.jpg","Columbia Pictures","Imagine Entertainment","Panorama Films","Skylark Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italy"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-05-13,356613439,138,"English"," Italiano"," Latin"," Français"," Deutsch"," 普通话",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","Angels & Demons",FALSE,6.5,2183,206613439,"13448"
"13689",13694,FALSE,"The Terminator Collection",2e+08,"Action","Science Fiction","Thriller",NA,NA,NA,NA,NA,NA,NA,"https://www.warnerbros.com/terminator-salvation","534","tt0438488","en","Terminator Salvation","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.","16.507496","/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg","Columbia Pictures","The Halcyon Company","Wonderland Sound and Vision","Warner Bros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," Italy"," United Kingdom"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-05-20,371353001,115,"English"," Italiano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","The End Begins.","Terminator Salvation",FALSE,5.9,2496,171353001,"534"
"13690",13695,FALSE,"Night at the Museum Collection",1.5e+08,"Adventure","Fantasy","Action","Comedy","Family",NA,NA,NA,NA,NA,"http://www.nightatthemuseummovie.com","18360","tt1078912","en","Night at the Museum: Battle of the Smithsonian","Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.","15.417181","/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg","Twentieth Century Fox Film Corporation","1492 Pictures","Dune Entertainment","21 Laps Entertainment","Museum Canada Productions","Moving Picture Company (MPC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America"," Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-05-20,413106170,105,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","When the lights go off the battle is on.","Night at the Museum: Battle of the Smithsonian",FALSE,5.9,2026,263106170,"18360"
"13696",13701,FALSE,"",2e+07,"Adventure","Comedy","Drama","Romance",NA,NA,NA,NA,NA,NA,"http://www.brothersbloom.com/","21755","tt0844286","en","The Brothers Bloom","The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.","7.973126","/xIz8iwzyjgWGzcIwHKpqhBs77ML.jpg","The Weinstein Company","Summit Entertainment","Endgame Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-09-09,5530764,114,"English"," Français"," Český"," 日本語",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","They'd never let the truth come between them.","The Brothers Bloom",FALSE,6.8,206,-14469236,"21755"
"13715",13720,FALSE,"",6e+07,"Drama",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.soloistmovie.com","17332","tt0821642","en","The Soloist","A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.","11.328316","/ehxoDpnELNAJACoS9ENUuR0ffGY.jpg","DreamWorks","Universal Pictures","StudioCanal","Participant Media","Krasnoff Foster Productions","Working Title Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-04-24,31720158,109,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Life has a mind of its own","The Soloist",FALSE,6.6,237,-28279842,"17332"
"13716",13721,FALSE,"",1.5e+07,"Crime","Thriller","Horror","Drama",NA,NA,NA,NA,NA,NA,"http://www.thelasthouseontheleft.com/","18405","tt0844708","en","The Last House on the Left","A group of teenage girls heading into the city hook up with a gang of drug-addled ne'er-do-wells and are brutally murdered. The killers find their way to the home of one of their victim's parents, where both father and mother exact a horrible revenge.","13.634766","/2Y35XCUS8U8vC8vs0HDEVkPu1BM.jpg","Rogue Pictures","Film Afrika","Sean S. Cunningham Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-13,32721635,110,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","If someone hurt someone you love, how far would you go to get revenge?","The Last House on the Left",FALSE,6.2,449,17721635,"18405"
"13719",13724,FALSE,"",3e+07,"Horror","Thriller",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.dragmetohell.net/","16871","tt1127180","en","Drag Me to Hell","After denying a woman the extension she needs to keep her home, loan officer Christine Brown sees her once-promising life take a startling turn for the worse. Christine is convinced she's been cursed by a Gypsy, but her boyfriend is skeptical. Her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell.","15.809588","/4trULrbj4AoPLKSiIoQUTm2tPAG.jpg","Universal Pictures","Ghost House Pictures","Mandate Pictures","Buckaroo Entertainment","Curse Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-03-15,90810892,99,"English"," Español"," Magyar"," Český",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.","Drag Me to Hell",FALSE,6.2,995,60810892,"16871"
"13720",13725,FALSE,"",1.75e+08,"Animation","Comedy","Family","Adventure",NA,NA,NA,NA,NA,NA,"http://disney.go.com/disneypictures/up/","14160","tt1049413","en","Up","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.","19.330884","/nk11pvocdb5zbFhX5oq5YiLPYMo.jpg","Pixar Animation Studios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-05-13,735099082,96,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","Up",FALSE,7.8,7048,560099082,"14160"
"13734",13739,FALSE,"",2e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.sonypictures.com/homevideo/firedup/","17927","tt1083456","en","Fired Up!","2 Guys. 300 Girls. You Do the Math. The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.","6.312206","/bHhLZIg9VKsconJdnwIoUTqakEG.jpg","Screen Gems","Moving Pictures"," DPI","Weinstock Productions","Gross Entertainment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-02-20,18599102,90,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","2 Guys. 300 Girls. You Do the Math.","Fired Up!",FALSE,6,194,-1400898,"17927"
"13742",13747,FALSE,"The Hangover Collection",3.5e+07,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://hangoverpart2.warnerbros.com/dvd/","18785","tt1119646","en","The Hangover","When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.","23.947351","/uluhlXubGu1VxU63X9VHCLWDAYP.jpg","Legendary Pictures","Green Hat Films","Warner Bros.","IFP Westcoast Erste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-06-05,459270619,100,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Some guys just can't handle Vegas.","The Hangover",FALSE,7.2,6324,424270619,"18785"
"13765",13770,FALSE,"",1e+06,"Drama","Fantasy","Science Fiction",NA,NA,NA,NA,NA,NA,NA,"http://www.specialthemovie.com/","13856","tt0479162","en","Special","A lonely metermaid has a psychotic reaction to his medication and becomes convinced he's a superhero. A very select group of people in life are truly gifted. Special is a movie about everyone else.","2.003309","/kAensZBtFiRj0vHsuxFiiOCxmGf.jpg","Rival Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006-01-30,7202,81,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","","Special",FALSE,6.6,32,-992798,"13856"
"13766",13771,FALSE,"",8e+06,"Comedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.newintownmovie.com/","14536","tt1095174","en","New in Town","Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.","12.357072","/3C3WWizgIKWQ5O6k3xN5pkwXEYJ.jpg","Lionsgate","Edmonds Entertainment Group (EEG)","Epidemic Pictures","The Safran Company","Gold Circle Films",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canada"," United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-30,29010817,97,"English"," Español",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","She's an executive on the move. But her career is taking her a little farther than she expected.","New in Town",FALSE,5.2,99,21010817,"14536"
"13770",13775,FALSE,"",1e+08,"Adventure","Comedy","Science Fiction",NA,NA,NA,NA,NA,NA,NA,"","18162","tt0457400","en","Land of the Lost","On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.","7.642063","/avlfNn8w9F3Z6iKrGe8FnJpQr7j.jpg","Universal Pictures","Mosaic Media Group","Relativity Media","Sid & Marty Krofft Pictures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-06-05,68688831,102,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Right place. Wrong time.","Land of the Lost",FALSE,5.4,387,-31311169,"18162"
"13776",13781,FALSE,"",1e+08,"Thriller","Drama","Crime",NA,NA,NA,NA,NA,NA,NA,"http://www.sonypictures.com/movies/thetakingofpelham123/","18487","tt1111422","en","The Taking of Pelham 1 2 3","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.","15.09911","/rqbG1uRKSNDLnDx1Jl7LBc4AtSy.jpg","Columbia Pictures","Escape Artists","Scott Free Productions","Relativity Media","Metro-Goldwyn-Mayer (MGM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-06-11,150166126,106,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","I can't get it out of my head. I'm gonna die today.","The Taking of Pelham 1 2 3",FALSE,6.2,971,50166126,"18487"
"13794",13799,FALSE,"",4e+07,"Comedy","Romance","Drama",NA,NA,NA,NA,NA,NA,NA,"http://www.myspace.com/proposalmovie","18240","tt1041829","en","The Proposal","When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.","8.058337","/xippClkb4VCE15uva13SAGf8Vsd.jpg","Touchstone Pictures","Mandeville Films","Kurtzman/Orci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-06-01,317375031,108,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Here comes the bribe...","The Proposal",FALSE,6.7,1858,277375031,"18240"
"13799",13804,FALSE,"",6e+07,"Comedy","Adventure",NA,NA,NA,NA,NA,NA,NA,NA,"","17610","tt1045778","en","Year One","When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.","10.087637","/rrxNnCsUjajdvG9WGm4ePznCqn9.jpg","Columbia Pictures","Ocean Pictures","Apatow Productions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-06-18,62357900,97,"English",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Released","Meet your ancestors","Year One",FALSE,4.6,538,2357900,"17610"
